Year,Dist Name,Crop,AREA,NITROGEN_CONSUMOTION,PHOSPHATE_CONSUMPTION,POTASH_CONSUMPTION,RAINFALL_YEARLY,PRODUCTION,YIELD
1990,Bangalore,RICE,21.40,3663.90,1004.32,771.85,938.00,39.32,1837.38
1990,Bangalore,WHEAT,0.03,5.14,2.11,1.08,938.00,0.03,1000.00
1990,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,MAIZE,5.63,963.91,396.33,203.06,938.00,10.03,1781.53
1990,Bangalore,FINGER MILLET,204.13,11649.72,4790.01,3681.27,938.00,202.66,992.80
1990,Bangalore,BARLEY,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,CHICKPEA,0.70,19.97,32.85,12.62,938.00,0.12,171.43
1990,Bangalore,PIGEON PEA,6.00,171.21,281.59,108.20,938.00,2.83,471.67
1990,Bangalore,MINOR PULSES,46.35,1322.60,2175.25,835.87,938.00,12.64,272.71
1990,Bangalore,GROUNDNUT,18.73,534.46,879.02,337.78,938.00,15.05,803.52
1990,Bangalore,SESAMUM,1.05,37.45,61.60,71.01,938.00,0.55,523.81
1990,Bangalore,RAPESEEN & MUSTARD,1.75,149.81,61.60,31.56,938.00,0.57,325.71
1990,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,CASTOR,2.99,255.96,105.24,80.88,938.00,2.63,879.60
1990,Bangalore,LINSEED,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,SUNFLOWER,0.05,4.28,3.52,1.35,938.00,0.03,600.00
1990,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1990,Bangalore,OILSEEDS,28.32,808.11,1329.09,510.72,938.00,19.76,697.74
1990,Bangalore,SUGARCANE,1.82,584.26,239.16,361.04,938.00,16.89,9280.22
1990,Bangalore,COTTON,0.00,0.00,0.00,0.00,938.00,0.00,0.00
1991,Bangalore,RICE,38.33,6543.30,1848.51,1362.57,1070.00,92.99,2426.04
1991,Bangalore,WHEAT,0.02,3.41,1.45,0.71,1070.00,0.03,1500.00
1991,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,MAIZE,7.46,1273.49,539.65,265.19,1070.00,22.42,3005.36
1991,Bangalore,FINGER MILLET,209.16,11901.88,5043.48,3717.65,1070.00,309.35,1479.01
1991,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,CHICKPEA,0.19,5.41,9.16,3.38,1070.00,0.05,263.16
1991,Bangalore,PIGEON PEA,7.33,208.55,353.50,130.28,1070.00,4.37,596.18
1991,Bangalore,MINOR PULSES,44.77,1273.78,2159.08,795.75,1070.00,11.45,255.75
1991,Bangalore,GROUNDNUT,24.80,705.60,1196.01,440.80,1070.00,30.52,1230.65
1991,Bangalore,SESAMUM,4.98,177.11,300.21,331.93,1070.00,2.82,566.27
1991,Bangalore,RAPESEEN & MUSTARD,2.05,174.98,74.15,36.44,1070.00,0.67,326.83
1991,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,CASTOR,3.53,301.30,127.68,94.11,1070.00,3.85,1090.65
1991,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,SUNFLOWER,0.45,38.41,32.55,12.00,1070.00,0.22,488.89
1991,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1991,Bangalore,OILSEEDS,39.37,1120.14,1898.66,699.77,1070.00,38.98,990.09
1991,Bangalore,SUGARCANE,2.08,665.77,280.87,406.67,1070.00,19.98,9605.77
1991,Bangalore,COTTON,0.00,0.00,0.00,0.00,1070.00,0.00,0.00
1992,Bangalore,RICE,27.52,5352.27,1438.65,960.28,1158.00,65.92,2395.35
1992,Bangalore,WHEAT,0.01,1.94,0.78,0.35,1158.00,0.01,1000.00
1992,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,MAIZE,6.70,1303.06,525.38,233.79,1158.00,19.85,2962.69
1992,Bangalore,FINGER MILLET,193.73,12559.29,5063.75,3379.99,1158.00,351.20,1812.83
1992,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,CHICKPEA,0.40,12.97,20.91,6.98,1158.00,0.16,400.00
1992,Bangalore,PIGEON PEA,7.96,258.02,416.12,138.88,1158.00,3.85,483.67
1992,Bangalore,MINOR PULSES,53.23,1725.42,2782.67,928.70,1158.00,15.83,297.39
1992,Bangalore,GROUNDNUT,36.49,1182.80,1907.57,636.64,1158.00,47.10,1290.76
1992,Bangalore,SESAMUM,1.18,47.81,77.11,77.20,1158.00,0.46,389.83
1992,Bangalore,RAPESEEN & MUSTARD,2.22,215.88,87.04,38.73,1158.00,0.73,328.83
1992,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,CASTOR,3.87,376.33,151.73,101.28,1158.00,3.53,912.14
1992,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,SUNFLOWER,1.85,179.90,145.07,48.42,1158.00,0.81,437.84
1992,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1992,Bangalore,OILSEEDS,49.71,1611.32,2598.66,867.29,1158.00,53.64,1079.06
1992,Bangalore,SUGARCANE,1.37,499.59,200.53,262.92,1158.00,9.72,7094.89
1992,Bangalore,COTTON,0.00,0.00,0.00,0.00,1158.00,0.00,0.00
1993,Bangalore,RICE,29.08,7287.60,1338.36,707.25,819.00,75.05,2580.81
1993,Bangalore,WHEAT,0.01,2.51,0.69,0.24,819.00,0.01,1000.00
1993,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1993,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1993,Bangalore,MAIZE,6.94,1739.20,479.10,168.79,819.00,20.49,2952.45
1993,Bangalore,FINGER MILLET,191.66,16010.34,4410.42,2330.65,819.00,368.07,1920.43
1993,Bangalore,BARLEY,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1993,Bangalore,CHICKPEA,0.15,6.27,6.90,1.82,819.00,0.07,466.67
1993,Bangalore,PIGEON PEA,6.18,258.12,284.42,75.15,819.00,2.18,352.75
1993,Bangalore,MINOR PULSES,46.47,1940.94,2138.70,565.09,819.00,12.94,278.46
1993,Bangalore,GROUNDNUT,28.66,1197.06,1319.03,348.52,819.00,27.38,955.34
1993,Bangalore,SESAMUM,0.58,30.28,33.37,26.45,819.00,0.25,431.03
1993,Bangalore,RAPESEEN & MUSTARD,2.39,299.47,82.50,29.06,819.00,0.78,326.36
1993,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1993,Bangalore,CASTOR,3.53,442.32,121.85,64.39,819.00,2.75,779.04
1993,Bangalore,LINSEED,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1993,Bangalore,SUNFLOWER,0.51,63.90,35.21,9.30,819.00,0.23,450.98
1993,Bangalore,SOYABEAN,0.02,0.84,0.92,0.24,819.00,0.02,1000.00
1993,Bangalore,OILSEEDS,39.13,1634.36,1800.89,475.83,819.00,32.27,824.69
1993,Bangalore,SUGARCANE,1.40,657.84,180.41,187.27,819.00,14.50,10357.14
1993,Bangalore,COTTON,0.00,0.00,0.00,0.00,819.00,0.00,0.00
1994,Bangalore,RICE,14.47,4166.99,467.89,393.42,962.00,32.22,2226.68
1994,Bangalore,WHEAT,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,MAIZE,7.31,2105.09,354.56,198.75,962.00,16.53,2261.29
1994,Bangalore,FINGER MILLET,180.80,17355.26,2923.13,2457.84,962.00,312.44,1728.10
1994,Bangalore,BARLEY,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,CHICKPEA,0.20,9.60,6.47,2.72,962.00,0.10,500.00
1994,Bangalore,PIGEON PEA,5.40,259.18,174.61,73.41,962.00,2.29,424.07
1994,Bangalore,MINOR PULSES,56.24,2699.28,1818.55,764.54,962.00,14.00,248.93
1994,Bangalore,GROUNDNUT,27.50,1319.88,889.23,373.84,962.00,29.38,1068.36
1994,Bangalore,SESAMUM,2.52,151.19,101.86,128.47,962.00,0.96,380.95
1994,Bangalore,RAPESEEN & MUSTARD,1.94,279.34,47.05,26.37,962.00,0.63,324.74
1994,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,CASTOR,2.10,302.37,50.93,42.82,962.00,1.89,900.00
1994,Bangalore,LINSEED,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1994,Bangalore,SUNFLOWER,0.87,125.27,42.20,17.74,962.00,0.56,643.68
1994,Bangalore,SOYABEAN,0.01,0.48,0.32,0.14,962.00,0.00,0.00
1994,Bangalore,OILSEEDS,37.65,1807.04,1217.43,511.82,962.00,34.10,905.71
1994,Bangalore,SUGARCANE,1.93,1042.11,174.74,288.61,962.00,18.45,9559.59
1994,Bangalore,COTTON,0.00,0.00,0.00,0.00,962.00,0.00,0.00
1995,Bangalore,RICE,18.22,5086.27,769.01,593.51,1234.00,44.78,2457.74
1995,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,MAIZE,7.28,2032.27,460.90,237.14,1234.00,25.50,3502.75
1995,Bangalore,FINGER MILLET,196.19,18256.03,4140.30,3195.40,1234.00,399.22,2034.86
1995,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,CHICKPEA,0.15,6.98,6.33,2.44,1234.00,0.07,466.67
1995,Bangalore,PIGEON PEA,6.64,308.94,280.25,108.15,1234.00,3.44,518.07
1995,Bangalore,MINOR PULSES,37.02,1722.41,1562.50,602.95,1234.00,10.32,278.77
1995,Bangalore,GROUNDNUT,25.78,1199.45,1088.10,419.89,1234.00,25.71,997.28
1995,Bangalore,SESAMUM,0.96,55.83,50.65,58.63,1234.00,0.46,479.17
1995,Bangalore,RAPESEEN & MUSTARD,1.76,245.66,55.71,28.67,1234.00,0.58,329.55
1995,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,CASTOR,2.52,351.74,79.77,61.57,1234.00,2.23,884.92
1995,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1995,Bangalore,SUNFLOWER,0.69,96.31,43.68,16.86,1234.00,0.34,492.75
1995,Bangalore,SOYABEAN,0.07,3.26,2.95,1.14,1234.00,0.04,571.43
1995,Bangalore,OILSEEDS,35.58,1655.41,1501.73,579.50,1234.00,30.31,851.88
1995,Bangalore,SUGARCANE,2.42,1266.68,285.99,433.57,1234.00,20.64,8528.93
1995,Bangalore,COTTON,0.00,0.00,0.00,0.00,1234.00,0.00,0.00
1996,Bangalore,RICE,23.38,6695.69,828.12,618.27,1014.00,61.50,2630.45
1996,Bangalore,WHEAT,0.01,2.86,0.53,0.26,1014.00,0.02,2000.00
1996,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1996,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1996,Bangalore,MAIZE,7.00,2004.70,371.91,185.11,1014.00,23.53,3361.43
1996,Bangalore,FINGER MILLET,195.32,18645.59,3459.13,2582.54,1014.00,284.83,1458.27
1996,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1996,Bangalore,CHICKPEA,0.07,3.34,2.48,0.93,1014.00,0.04,571.43
1996,Bangalore,PIGEON PEA,5.98,285.43,211.81,79.07,1014.00,3.21,536.79
1996,Bangalore,MINOR PULSES,41.28,1970.33,1462.14,545.81,1014.00,9.68,234.50
1996,Bangalore,GROUNDNUT,20.69,987.55,732.84,273.57,1014.00,21.37,1032.87
1996,Bangalore,SESAMUM,1.89,112.76,83.68,93.71,1014.00,0.73,386.24
1996,Bangalore,RAPESEEN & MUSTARD,1.28,183.29,34.00,16.92,1014.00,0.42,328.12
1996,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1996,Bangalore,CASTOR,2.32,332.21,61.63,46.01,1014.00,3.27,1409.48
1996,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1996,Bangalore,SUNFLOWER,0.54,77.32,28.69,10.71,1014.00,0.28,518.52
1996,Bangalore,SOYABEAN,0.08,3.82,2.83,1.06,1014.00,0.06,750.00
1996,Bangalore,OILSEEDS,29.81,1422.86,1055.87,394.15,1014.00,26.87,901.38
1996,Bangalore,SUGARCANE,1.81,971.92,179.51,263.25,1014.00,14.92,8243.09
1996,Bangalore,COTTON,0.00,0.00,0.00,0.00,1014.00,0.00,0.00
1997,Bangalore,RICE,20.55,6407.58,1333.00,838.68,1303.00,53.60,2608.27
1997,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,MAIZE,6.76,2107.80,657.74,275.89,1303.00,18.07,2673.08
1997,Bangalore,FINGER MILLET,181.93,18908.87,5900.56,3712.46,1303.00,314.76,1730.12
1997,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,CHICKPEA,0.10,5.20,6.49,2.04,1303.00,0.04,400.00
1997,Bangalore,PIGEON PEA,6.06,314.92,393.09,123.66,1303.00,4.13,681.52
1997,Bangalore,MINOR PULSES,42.96,2232.52,2786.65,876.64,1303.00,16.36,380.82
1997,Bangalore,GROUNDNUT,20.16,1047.66,1307.70,411.38,1303.00,20.61,1022.32
1997,Bangalore,SESAMUM,2.43,157.85,197.03,185.95,1303.00,0.77,316.87
1997,Bangalore,RAPESEEN & MUSTARD,1.54,240.09,74.92,31.43,1303.00,0.50,324.68
1997,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,CASTOR,3.21,500.45,156.17,98.25,1303.00,3.67,1143.30
1997,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1997,Bangalore,SUNFLOWER,0.27,42.09,26.27,8.26,1303.00,0.13,481.48
1997,Bangalore,SOYABEAN,0.03,1.56,1.95,0.61,1303.00,0.02,666.67
1997,Bangalore,OILSEEDS,30.32,1575.65,1966.74,618.71,1303.00,26.36,869.39
1997,Bangalore,SUGARCANE,1.59,929.57,288.78,356.90,1303.00,14.91,9377.36
1997,Bangalore,COTTON,0.00,0.00,0.00,0.00,1303.00,0.00,0.00
1998,Bangalore,RICE,28.22,8049.77,1012.62,1155.41,885.00,82.17,2911.76
1998,Bangalore,WHEAT,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,MAIZE,6.79,1936.85,365.47,278.00,885.00,20.37,3000.00
1998,Bangalore,FINGER MILLET,195.47,18585.97,3507.02,4001.56,885.00,350.76,1794.44
1998,Bangalore,BARLEY,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,CHICKPEA,0.05,2.38,1.79,1.02,885.00,0.04,800.00
1998,Bangalore,PIGEON PEA,6.46,307.12,231.80,132.25,885.00,2.59,400.93
1998,Bangalore,MINOR PULSES,43.80,2082.33,1571.67,896.65,885.00,12.98,296.35
1998,Bangalore,GROUNDNUT,25.55,1214.69,916.81,523.05,885.00,26.66,1043.44
1998,Bangalore,SESAMUM,1.39,82.60,62.35,106.71,885.00,0.56,402.88
1998,Bangalore,RAPESEEN & MUSTARD,2.01,286.68,54.09,41.15,885.00,0.65,323.38
1998,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,CASTOR,3.77,537.70,101.46,115.77,885.00,4.14,1098.14
1998,Bangalore,LINSEED,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1998,Bangalore,SUNFLOWER,0.29,41.36,15.61,8.91,885.00,0.12,413.79
1998,Bangalore,SOYABEAN,0.05,2.38,1.79,1.02,885.00,0.05,1000.00
1998,Bangalore,OILSEEDS,36.34,1727.67,1303.99,743.93,885.00,32.99,907.82
1998,Bangalore,SUGARCANE,1.09,582.98,109.51,245.45,885.00,11.13,10211.01
1998,Bangalore,COTTON,0.00,0.00,0.00,0.00,885.00,0.00,0.00
1999,Bangalore,RICE,27.21,8799.39,1802.93,1502.74,1161.00,73.86,2714.44
1999,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,MAIZE,7.05,2279.89,700.70,389.35,1161.00,20.21,2866.67
1999,Bangalore,FINGER MILLET,196.10,21138.80,6496.78,5415.07,1161.00,433.61,2211.17
1999,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,CHICKPEA,0.16,8.62,10.60,4.42,1161.00,0.08,500.00
1999,Bangalore,PIGEON PEA,6.98,376.21,462.49,192.74,1161.00,4.28,613.18
1999,Bangalore,MINOR PULSES,16.52,890.40,1094.61,456.18,1161.00,5.00,302.66
1999,Bangalore,GROUNDNUT,19.97,1076.34,1323.21,551.45,1161.00,15.34,768.15
1999,Bangalore,SESAMUM,2.84,191.34,235.22,294.09,1161.00,1.58,556.34
1999,Bangalore,RAPESEEN & MUSTARD,2.25,363.81,111.81,62.13,1161.00,0.73,324.44
1999,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,CASTOR,4.17,674.26,207.23,172.72,1161.00,3.82,916.07
1999,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,SUNFLOWER,0.26,42.04,25.84,10.77,1161.00,0.16,615.38
1999,Bangalore,SOYABEAN,0.02,1.08,1.33,0.55,1161.00,0.02,1000.00
1999,Bangalore,OILSEEDS,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
1999,Bangalore,SUGARCANE,1.55,939.85,287.57,470.82,1161.00,15.60,10064.52
1999,Bangalore,COTTON,0.00,0.00,0.00,0.00,1161.00,0.00,0.00
2000,Bangalore,RICE,29.40,9114.35,2803.12,2071.18,1084.00,76.00,2585.03
2000,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,MAIZE,6.80,2108.08,972.51,479.05,1084.00,22.00,3235.29
2000,Bangalore,FINGER MILLET,195.80,20233.45,9334.20,6896.88,1084.00,416.00,2124.62
2000,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,CHICKPEA,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,PIGEON PEA,5.60,289.34,533.93,197.25,1084.00,3.00,535.71
2000,Bangalore,MINOR PULSES,43.70,2257.92,4166.54,1539.29,1084.00,16.00,366.13
2000,Bangalore,GROUNDNUT,19.30,997.21,1840.14,679.83,1084.00,18.00,932.64
2000,Bangalore,SESAMUM,2.40,155.01,286.03,317.02,1084.00,1.00,416.67
2000,Bangalore,RAPESEEN & MUSTARD,2.40,372.01,171.62,84.54,1084.00,1.00,416.67
2000,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,CASTOR,4.30,666.53,307.49,227.20,1084.00,7.00,1627.91
2000,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2000,Bangalore,SUNFLOWER,0.20,31.00,28.60,10.57,1084.00,0.00,0.00
2000,Bangalore,SOYABEAN,0.01,0.52,0.95,0.35,1084.00,0.02,2000.00
2000,Bangalore,OILSEEDS,32.40,1674.06,3089.15,1141.26,1084.00,28.00,864.20
2000,Bangalore,SUGARCANE,1.60,930.04,427.14,619.94,1084.00,16.50,10312.50
2000,Bangalore,COTTON,0.00,0.00,0.00,0.00,1084.00,0.00,0.00
2001,Bangalore,RICE,19.66,6751.70,2421.88,2114.04,980.00,47.12,2396.74
2001,Bangalore,WHEAT,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,MAIZE,7.04,2417.70,1300.87,757.01,980.00,27.42,3894.89
2001,Bangalore,FINGER MILLET,194.89,22309.93,12004.09,10478.26,980.00,396.67,2035.35
2001,Bangalore,BARLEY,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,CHICKPEA,0.01,0.57,1.23,0.54,980.00,0.01,1000.00
2001,Bangalore,PIGEON PEA,5.05,289.05,622.10,271.51,980.00,2.97,588.12
2001,Bangalore,MINOR PULSES,11.06,633.04,1362.46,594.64,980.00,4.69,424.05
2001,Bangalore,GROUNDNUT,12.53,717.18,1543.55,673.68,980.00,14.26,1138.07
2001,Bangalore,SESAMUM,2.73,195.32,420.38,550.42,980.00,1.01,369.96
2001,Bangalore,RAPESEEN & MUSTARD,2.54,436.15,234.67,136.56,980.00,0.82,322.83
2001,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,CASTOR,3.40,583.82,314.13,274.20,980.00,5.31,1561.76
2001,Bangalore,LINSEED,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,SUNFLOWER,0.10,17.17,18.48,8.06,980.00,0.08,800.00
2001,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2001,Bangalore,OILSEEDS,24.52,1403.46,3020.58,1318.32,980.00,22.27,908.24
2001,Bangalore,SUGARCANE,1.66,1068.91,572.58,981.75,980.00,13.38,8060.24
2001,Bangalore,COTTON,0.00,0.00,0.00,0.00,980.00,0.00,0.00
2002,Bangalore,RICE,9.05,3895.40,1038.39,1414.77,1160.00,20.32,2245.30
2002,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,MAIZE,5.50,2367.37,946.60,859.81,1160.00,17.41,3165.45
2002,Bangalore,FINGER MILLET,138.52,19874.45,7946.84,10827.30,1160.00,134.31,969.61
2002,Bangalore,BARLEY,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,CHICKPEA,0.01,0.72,1.15,0.78,1160.00,0.00,0.00
2002,Bangalore,PIGEON PEA,3.46,248.22,397.00,270.45,1160.00,1.43,413.29
2002,Bangalore,MINOR PULSES,31.27,2243.26,3587.90,2444.19,1160.00,13.63,435.88
2002,Bangalore,GROUNDNUT,10.87,779.80,1247.22,849.64,1160.00,10.37,954.00
2002,Bangalore,SESAMUM,0.15,13.45,21.51,43.97,1160.00,0.05,333.33
2002,Bangalore,RAPESEEN & MUSTARD,1.39,299.15,119.62,108.65,1160.00,0.45,323.74
2002,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,CASTOR,1.93,415.37,166.09,226.29,1160.00,4.64,2404.15
2002,Bangalore,LINSEED,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,SUNFLOWER,0.03,6.46,5.16,3.52,1160.00,0.03,1000.00
2002,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2002,Bangalore,OILSEEDS,16.21,1162.88,1859.92,1267.04,1160.00,16.00,987.05
2002,Bangalore,SUGARCANE,2.05,1654.47,658.60,1762.60,1160.00,18.82,9180.49
2002,Bangalore,COTTON,0.00,0.00,0.00,0.00,1160.00,0.00,0.00
2003,Bangalore,RICE,9.22,2833.95,651.62,1768.90,924.00,23.32,2529.28
2003,Bangalore,WHEAT,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,SORGHUM ,0.25,38.42,13.25,35.97,924.00,0.27,1080.00
2003,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,MAIZE,7.85,2412.85,832.20,1506.06,924.00,34.72,4422.93
2003,Bangalore,FINGER MILLET,177.09,18144.01,6257.91,16987.79,924.00,328.74,1856.34
2003,Bangalore,BARLEY,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,CHICKPEA,0.08,4.10,5.65,7.67,924.00,0.03,375.00
2003,Bangalore,PIGEON PEA,5.41,277.14,382.35,518.97,924.00,2.16,399.26
2003,Bangalore,MINOR PULSES,32.15,1646.99,2272.20,3084.07,924.00,13.59,422.71
2003,Bangalore,GROUNDNUT,11.46,587.08,809.93,1099.33,924.00,10.20,890.05
2003,Bangalore,SESAMUM,0.40,25.61,35.34,143.89,924.00,0.20,500.00
2003,Bangalore,RAPESEEN & MUSTARD,2.24,344.25,118.73,214.88,924.00,0.73,325.89
2003,Bangalore,SAFFLOWER,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,CASTOR,2.45,376.53,129.87,352.53,924.00,7.17,2926.53
2003,Bangalore,LINSEED,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,SUNFLOWER,0.54,82.99,57.25,77.70,924.00,0.32,592.59
2003,Bangalore,SOYABEAN,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2003,Bangalore,OILSEEDS,19.37,992.29,1368.97,1858.11,924.00,19.18,990.19
2003,Bangalore,SUGARCANE,0.60,345.79,118.73,633.12,924.00,4.00,6666.67
2003,Bangalore,COTTON,0.00,0.00,0.00,0.00,924.00,0.00,0.00
2004,Bangalore,RICE,12.87,5964.60,1969.96,2523.15,1053.00,39.16,3042.74
2004,Bangalore,WHEAT,0.00,0.00,0.00,0.00,1053.00,0.00,0.00
2004,Bangalore,SORGHUM ,0.00,0.00,0.00,0.00,1053.00,0.00,0.00
2004,Bangalore,PEARL MILLET,0.00,0.00,0.00,0.00,1053.00,0.00,0.00
2004,Bangalore,MAIZE,8.58,3976.40,1969.96,1682.10,1053.00,27.34,3186.48
2004,Bangalore,FINGER MILLET,175.01,27036.14,13394.06,17155.28,1053.00,459.98,2628.31
