Year,Dist Name,Crop,AREA,NITROGEN_CONSUMOTION,PHOSPHATE_CONSUMPTION,POTASH_CONSUMPTION,RAINFALL_YEARLY,PRODUCTION,YIELD
1996,Bijapur / Vijayapura,RICE,0.47,17.63,2.37,1.53,699.00,0.66,1404.26
1996,Bijapur / Vijayapura,WHEAT,60.98,2287.81,460.83,198.20,699.00,58.94,966.55
1996,Bijapur / Vijayapura,SORGHUM ,520.99,9773.08,1968.57,1270.04,699.00,426.95,819.50
1996,Bijapur / Vijayapura,PEARL MILLET,157.10,1964.66,395.74,255.31,699.00,114.35,727.88
1996,Bijapur / Vijayapura,MAIZE,51.09,1916.76,386.09,166.06,699.00,182.74,3576.83
1996,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,699.00,0.00,0.00
1996,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,699.00,0.00,0.00
1996,Bijapur / Vijayapura,CHICKPEA,64.62,404.06,325.56,105.02,699.00,33.84,523.68
1996,Bijapur / Vijayapura,PIGEON PEA,24.80,155.07,124.94,40.30,699.00,9.99,402.82
1996,Bijapur / Vijayapura,MINOR PULSES,98.73,617.35,497.41,160.45,699.00,27.76,281.17
1996,Bijapur / Vijayapura,GROUNDNUT,135.06,844.52,680.44,219.49,699.00,62.56,463.20
1996,Bijapur / Vijayapura,SESAMUM,5.05,39.47,31.80,30.78,699.00,1.89,374.26
1996,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.03,0.56,0.11,0.05,699.00,0.01,333.33
1996,Bijapur / Vijayapura,SAFFLOWER,34.62,270.59,218.02,210.99,699.00,20.92,604.28
1996,Bijapur / Vijayapura,CASTOR,0.06,1.13,0.23,0.15,699.00,0.07,1166.67
1996,Bijapur / Vijayapura,LINSEED,14.41,270.31,36.30,23.42,699.00,3.94,273.42
1996,Bijapur / Vijayapura,SUNFLOWER,265.80,4986.06,2008.66,647.95,699.00,94.07,353.91
1996,Bijapur / Vijayapura,SOYABEAN,4.32,27.01,21.76,7.02,699.00,3.00,694.44
1996,Bijapur / Vijayapura,OILSEEDS,460.71,2880.77,2321.07,748.73,699.00,186.65,405.14
1996,Bijapur / Vijayapura,SUGARCANE,52.22,3673.42,736.64,933.52,699.00,486.18,9310.23
1996,Bijapur / Vijayapura,COTTON,29.29,915.74,184.46,119.00,699.00,7.40,252.65
1997,Bijapur / Vijayapura,RICE,0.45,22.65,4.47,2.08,455.00,0.64,1422.22
1997,Bijapur / Vijayapura,WHEAT,60.80,3059.60,906.72,280.65,455.00,29.12,478.95
1997,Bijapur / Vijayapura,SORGHUM ,521.28,13116.01,3886.95,1804.68,455.00,280.12,537.37
1997,Bijapur / Vijayapura,PEARL MILLET,94.76,1589.51,471.06,218.71,455.00,40.78,430.35
1997,Bijapur / Vijayapura,MAIZE,56.24,2830.13,838.71,259.60,455.00,174.25,3098.33
1997,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,455.00,0.00,0.00
1997,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,455.00,0.00,0.00
1997,Bijapur / Vijayapura,CHICKPEA,45.64,382.79,453.76,105.34,455.00,14.24,312.01
1997,Bijapur / Vijayapura,PIGEON PEA,20.29,170.17,201.72,46.83,455.00,2.43,119.76
1997,Bijapur / Vijayapura,MINOR PULSES,63.05,528.80,626.85,145.52,455.00,12.28,194.77
1997,Bijapur / Vijayapura,GROUNDNUT,81.54,683.88,810.68,188.20,455.00,33.75,413.91
1997,Bijapur / Vijayapura,SESAMUM,2.47,25.90,30.70,21.38,455.00,1.01,408.91
1997,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.05,1.26,0.37,0.12,455.00,0.01,200.00
1997,Bijapur / Vijayapura,SAFFLOWER,22.42,235.05,278.63,194.05,455.00,6.56,292.60
1997,Bijapur / Vijayapura,CASTOR,0.13,3.27,0.97,0.45,455.00,0.12,923.08
1997,Bijapur / Vijayapura,LINSEED,12.27,308.73,60.99,28.32,455.00,2.80,228.20
1997,Bijapur / Vijayapura,SUNFLOWER,314.00,7900.60,4682.71,1087.07,455.00,68.88,219.36
1997,Bijapur / Vijayapura,SOYABEAN,4.42,37.07,43.94,10.20,455.00,4.07,920.81
1997,Bijapur / Vijayapura,OILSEEDS,437.92,3672.86,4353.83,1010.72,455.00,117.28,267.81
1997,Bijapur / Vijayapura,SUGARCANE,56.48,5329.13,1572.28,1433.92,455.00,579.53,10260.80
1997,Bijapur / Vijayapura,COTTON,18.40,771.61,228.67,106.17,455.00,4.91,266.85
1998,Bijapur / Vijayapura,RICE,0.59,26.31,2.91,3.29,813.00,0.86,1457.63
1998,Bijapur / Vijayapura,WHEAT,84.90,3785.73,627.77,472.73,813.00,73.70,868.08
1998,Bijapur / Vijayapura,SORGHUM ,459.91,10253.80,1700.34,1920.61,813.00,350.39,761.87
1998,Bijapur / Vijayapura,PEARL MILLET,137.55,2044.47,339.02,382.94,813.00,116.99,850.53
1998,Bijapur / Vijayapura,MAIZE,55.57,2477.89,410.90,309.42,813.00,157.79,2839.48
1998,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,813.00,0.00,0.00
1998,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,813.00,0.00,0.00
1998,Bijapur / Vijayapura,CHICKPEA,65.92,489.90,324.95,183.52,813.00,44.56,675.97
1998,Bijapur / Vijayapura,PIGEON PEA,20.45,151.98,100.81,56.93,813.00,7.79,380.93
1998,Bijapur / Vijayapura,MINOR PULSES,81.17,603.23,400.13,225.98,813.00,18.44,227.18
1998,Bijapur / Vijayapura,GROUNDNUT,98.66,733.22,486.34,274.67,813.00,56.71,574.80
1998,Bijapur / Vijayapura,SESAMUM,3.87,35.95,23.85,40.40,813.00,1.52,392.76
1998,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.05,1.11,0.18,0.14,813.00,0.01,200.00
1998,Bijapur / Vijayapura,SAFFLOWER,15.96,148.26,98.34,166.62,813.00,9.84,616.54
1998,Bijapur / Vijayapura,CASTOR,0.23,5.13,0.85,0.96,813.00,0.19,826.09
1998,Bijapur / Vijayapura,LINSEED,11.06,246.59,27.26,30.79,813.00,3.95,357.14
1998,Bijapur / Vijayapura,SUNFLOWER,243.43,5427.33,1799.97,1016.58,813.00,72.69,298.61
1998,Bijapur / Vijayapura,SOYABEAN,5.35,39.76,26.37,14.89,813.00,3.99,745.79
1998,Bijapur / Vijayapura,OILSEEDS,379.36,2819.30,1870.05,1056.15,813.00,149.01,392.79
1998,Bijapur / Vijayapura,SUGARCANE,62.91,5259.72,868.32,1926.58,813.00,735.04,11683.99
1998,Bijapur / Vijayapura,COTTON,23.96,890.32,147.64,166.76,813.00,5.91,246.66
1999,Bijapur / Vijayapura,RICE,0.50,25.69,4.58,3.70,463.00,0.71,1420.00
1999,Bijapur / Vijayapura,WHEAT,75.63,3885.71,1038.22,560.38,463.00,74.14,980.30
1999,Bijapur / Vijayapura,SORGHUM ,507.16,13028.41,3481.06,2818.35,463.00,420.60,829.32
1999,Bijapur / Vijayapura,PEARL MILLET,155.13,2656.75,709.86,574.72,463.00,103.62,667.96
1999,Bijapur / Vijayapura,MAIZE,65.41,3360.63,897.93,484.66,463.00,190.21,2907.97
1999,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,463.00,0.00,0.00
1999,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,463.00,0.00,0.00
1999,Bijapur / Vijayapura,CHICKPEA,58.57,501.53,536.02,216.99,463.00,44.59,761.31
1999,Bijapur / Vijayapura,PIGEON PEA,25.59,219.13,234.19,94.80,463.00,14.79,577.96
1999,Bijapur / Vijayapura,MINOR PULSES,103.10,882.84,943.55,381.96,463.00,31.49,305.43
1999,Bijapur / Vijayapura,GROUNDNUT,85.61,733.08,783.48,317.16,463.00,55.74,651.09
1999,Bijapur / Vijayapura,SESAMUM,2.98,31.90,34.09,41.40,463.00,1.41,473.15
1999,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.07,1.80,0.48,0.26,463.00,0.01,142.86
1999,Bijapur / Vijayapura,SAFFLOWER,15.65,167.51,179.03,217.42,463.00,10.88,695.21
1999,Bijapur / Vijayapura,CASTOR,0.08,2.06,0.55,0.44,463.00,0.07,875.00
1999,Bijapur / Vijayapura,LINSEED,12.86,330.36,58.85,47.64,463.00,4.56,354.59
1999,Bijapur / Vijayapura,SUNFLOWER,131.80,3385.81,1809.30,732.43,463.00,63.33,480.50
1999,Bijapur / Vijayapura,SOYABEAN,5.10,43.67,46.67,18.89,463.00,4.26,835.29
1999,Bijapur / Vijayapura,OILSEEDS,0.00,0.00,0.00,0.00,463.00,0.00,0.00
1999,Bijapur / Vijayapura,SUGARCANE,69.57,6701.93,1782.73,2835.14,463.00,793.07,11399.60
1999,Bijapur / Vijayapura,COTTON,19.18,821.19,219.41,177.64,463.00,5.30,276.33
2000,Bijapur / Vijayapura,RICE,0.40,22.22,4.68,2.80,449.00,1.00,2500.00
2000,Bijapur / Vijayapura,WHEAT,75.20,4176.74,1318.76,527.26,449.00,85.00,1130.32
2000,Bijapur / Vijayapura,SORGHUM ,468.90,13021.77,4111.50,2465.77,449.00,332.56,709.23
2000,Bijapur / Vijayapura,PEARL MILLET,152.90,2830.78,893.79,536.03,449.00,131.00,856.77
2000,Bijapur / Vijayapura,MAIZE,67.80,3765.73,1188.99,475.38,449.00,203.00,2994.10
2000,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,449.00,0.00,0.00
2000,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,449.00,0.00,0.00
2000,Bijapur / Vijayapura,CHICKPEA,52.50,485.99,613.79,184.05,449.00,31.00,590.48
2000,Bijapur / Vijayapura,PIGEON PEA,35.80,331.40,418.54,125.51,449.00,22.00,614.53
2000,Bijapur / Vijayapura,MINOR PULSES,92.30,854.42,1079.10,323.58,449.00,39.00,422.54
2000,Bijapur / Vijayapura,GROUNDNUT,83.70,774.81,978.55,293.43,449.00,54.00,645.16
2000,Bijapur / Vijayapura,SESAMUM,3.70,42.81,54.07,48.64,449.00,2.00,540.54
2000,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.10,2.78,0.88,0.35,449.00,0.00,0.00
2000,Bijapur / Vijayapura,SAFFLOWER,14.40,166.63,210.44,189.31,449.00,10.00,694.44
2000,Bijapur / Vijayapura,CASTOR,0.10,2.78,0.88,0.53,449.00,0.00,0.00
2000,Bijapur / Vijayapura,LINSEED,10.00,277.71,58.46,35.06,449.00,4.00,400.00
2000,Bijapur / Vijayapura,SUNFLOWER,156.90,4357.25,2751.52,825.08,449.00,81.00,516.25
2000,Bijapur / Vijayapura,SOYABEAN,4.77,44.16,55.77,16.72,449.00,4.78,1002.10
2000,Bijapur / Vijayapura,OILSEEDS,274.90,2544.74,3213.90,963.73,449.00,156.00,567.48
2000,Bijapur / Vijayapura,SUGARCANE,82.50,8591.62,2700.66,3181.46,449.00,874.20,10596.36
2000,Bijapur / Vijayapura,COTTON,30.50,1411.69,445.73,267.31,449.00,8.67,284.26
2001,Bijapur / Vijayapura,RICE,0.18,11.26,2.47,1.46,462.00,0.44,2444.44
2001,Bijapur / Vijayapura,WHEAT,83.26,5209.03,1715.48,674.23,462.00,88.43,1062.09
2001,Bijapur / Vijayapura,SORGHUM ,499.21,15616.13,5142.84,3031.91,462.00,375.38,751.95
2001,Bijapur / Vijayapura,PEARL MILLET,25.47,531.16,174.93,103.13,462.00,16.96,665.88
2001,Bijapur / Vijayapura,MAIZE,48.71,3047.46,1003.62,394.45,462.00,137.19,2816.46
2001,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,462.00,0.00,0.00
2001,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,462.00,0.00,0.00
2001,Bijapur / Vijayapura,CHICKPEA,80.89,843.46,1111.10,327.52,462.00,53.86,665.84
2001,Bijapur / Vijayapura,PIGEON PEA,13.36,139.31,183.51,54.09,462.00,5.27,394.46
2001,Bijapur / Vijayapura,MINOR PULSES,29.66,309.27,407.41,120.09,462.00,12.93,435.94
2001,Bijapur / Vijayapura,GROUNDNUT,43.75,456.19,600.95,177.14,462.00,40.75,931.43
2001,Bijapur / Vijayapura,SESAMUM,1.24,16.16,21.29,18.83,462.00,0.65,524.19
2001,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.07,2.19,0.72,0.28,462.00,0.01,142.86
2001,Bijapur / Vijayapura,SAFFLOWER,15.16,197.60,260.30,230.18,462.00,9.30,613.46
2001,Bijapur / Vijayapura,CASTOR,0.02,0.63,0.21,0.12,462.00,0.01,500.00
2001,Bijapur / Vijayapura,LINSEED,12.53,391.96,86.06,50.73,462.00,4.47,356.74
2001,Bijapur / Vijayapura,SUNFLOWER,224.13,7011.17,4617.95,1361.23,462.00,97.23,433.81
2001,Bijapur / Vijayapura,SOYABEAN,0.41,4.28,5.63,1.66,462.00,0.30,731.71
2001,Bijapur / Vijayapura,OILSEEDS,297.70,3104.19,4089.19,1205.37,462.00,152.78,513.20
2001,Bijapur / Vijayapura,SUGARCANE,80.91,9491.26,3111.85,3603.60,462.00,663.95,8206.03
2001,Bijapur / Vijayapura,COTTON,25.19,1313.31,432.51,254.98,462.00,6.32,250.89
2002,Bijapur / Vijayapura,RICE,0.15,8.65,1.58,1.08,482.00,0.27,1800.00
2002,Bijapur / Vijayapura,WHEAT,73.49,4239.18,1159.83,529.42,482.00,70.50,959.31
2002,Bijapur / Vijayapura,SORGHUM ,507.18,14628.01,4002.19,2740.27,482.00,339.11,668.62
2002,Bijapur / Vijayapura,PEARL MILLET,79.62,1530.93,418.86,286.79,482.00,29.85,374.91
2002,Bijapur / Vijayapura,MAIZE,43.46,2506.93,685.89,313.08,482.00,126.50,2910.72
2002,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,482.00,0.00,0.00
2002,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,482.00,0.00,0.00
2002,Bijapur / Vijayapura,CHICKPEA,89.57,861.12,942.40,322.63,482.00,53.30,595.07
2002,Bijapur / Vijayapura,PIGEON PEA,20.75,199.49,218.32,74.74,482.00,7.15,344.58
2002,Bijapur / Vijayapura,MINOR PULSES,66.17,636.16,696.20,238.34,482.00,13.39,202.36
2002,Bijapur / Vijayapura,GROUNDNUT,69.88,671.82,735.24,251.71,482.00,40.12,574.13
2002,Bijapur / Vijayapura,SESAMUM,1.93,23.19,25.38,26.07,482.00,1.07,554.40
2002,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.08,2.31,0.63,0.29,482.00,0.01,125.00
2002,Bijapur / Vijayapura,SAFFLOWER,13.41,161.15,176.37,181.13,482.00,7.63,568.98
2002,Bijapur / Vijayapura,CASTOR,0.03,0.87,0.24,0.16,482.00,0.03,1000.00
2002,Bijapur / Vijayapura,LINSEED,10.01,288.71,52.66,36.06,482.00,4.04,403.60
2002,Bijapur / Vijayapura,SUNFLOWER,280.51,8090.43,4427.04,1515.58,482.00,127.65,455.06
2002,Bijapur / Vijayapura,SOYABEAN,1.35,12.98,14.20,4.86,482.00,0.73,540.74
2002,Bijapur / Vijayapura,OILSEEDS,377.72,3631.38,3974.15,1360.54,482.00,181.37,480.17
2002,Bijapur / Vijayapura,SUGARCANE,77.23,8352.96,2275.19,3059.98,482.00,659.74,8542.54
2002,Bijapur / Vijayapura,COTTON,6.36,305.72,83.65,57.27,482.00,1.50,235.85
2003,Bijapur / Vijayapura,RICE,0.13,7.21,1.30,0.94,-1.00,0.25,1923.08
2003,Bijapur / Vijayapura,WHEAT,49.73,2756.87,747.91,358.73,-1.00,36.13,726.52
2003,Bijapur / Vijayapura,SORGHUM ,367.40,10183.74,2762.75,1987.69,-1.00,125.69,342.11
2003,Bijapur / Vijayapura,PEARL MILLET,52.02,961.27,260.78,187.62,-1.00,29.30,563.24
2003,Bijapur / Vijayapura,MAIZE,37.47,2077.22,563.53,270.29,-1.00,110.94,2960.77
2003,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Bijapur / Vijayapura,CHICKPEA,90.70,838.02,909.39,327.13,-1.00,18.52,204.19
2003,Bijapur / Vijayapura,PIGEON PEA,22.34,206.41,223.99,80.58,-1.00,5.46,244.40
2003,Bijapur / Vijayapura,MINOR PULSES,33.67,311.09,337.59,121.44,-1.00,4.29,127.41
2003,Bijapur / Vijayapura,GROUNDNUT,62.51,577.56,626.74,225.46,-1.00,41.72,667.41
2003,Bijapur / Vijayapura,SESAMUM,0.65,7.51,8.15,8.79,-1.00,0.29,446.15
2003,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.07,1.94,0.53,0.25,-1.00,0.01,142.86
2003,Bijapur / Vijayapura,SAFFLOWER,11.85,136.86,148.51,160.28,-1.00,2.00,168.78
2003,Bijapur / Vijayapura,CASTOR,0.01,0.28,0.08,0.05,-1.00,0.01,1000.00
2003,Bijapur / Vijayapura,LINSEED,6.84,189.59,34.29,24.67,-1.00,0.30,43.86
2003,Bijapur / Vijayapura,SUNFLOWER,368.33,10209.52,5539.48,1992.72,-1.00,92.23,250.40
2003,Bijapur / Vijayapura,SOYABEAN,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Bijapur / Vijayapura,OILSEEDS,450.81,4165.25,4519.96,1625.97,-1.00,136.71,303.25
2003,Bijapur / Vijayapura,SUGARCANE,46.81,4865.62,1314.13,1857.16,-1.00,334.00,7135.23
2003,Bijapur / Vijayapura,COTTON,4.46,206.04,55.90,40.22,-1.00,1.38,309.42
2004,Bijapur / Vijayapura,RICE,0.09,5.65,1.11,0.90,435.90,0.23,2555.56
2004,Bijapur / Vijayapura,WHEAT,70.32,4418.09,1299.02,702.23,435.90,77.50,1102.10
2004,Bijapur / Vijayapura,SORGHUM ,400.01,12566.00,3694.69,2995.95,435.90,267.62,669.03
2004,Bijapur / Vijayapura,PEARL MILLET,148.58,3111.68,914.91,741.88,435.90,97.59,656.82
2004,Bijapur / Vijayapura,MAIZE,70.46,4426.89,1301.61,703.63,435.90,225.61,3201.96
2004,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,435.90,0.00,0.00
2004,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,435.90,0.00,0.00
2004,Bijapur / Vijayapura,CHICKPEA,70.62,739.49,869.71,352.61,435.90,35.74,506.09
2004,Bijapur / Vijayapura,PIGEON PEA,40.06,419.48,493.35,200.02,435.90,7.72,192.71
2004,Bijapur / Vijayapura,MINOR PULSES,116.63,1221.28,1436.34,582.35,435.90,28.96,248.31
2004,Bijapur / Vijayapura,GROUNDNUT,106.69,1117.19,1313.92,532.72,435.90,60.10,563.31
2004,Bijapur / Vijayapura,SESAMUM,1.86,24.35,28.63,34.83,435.90,1.07,575.27
2004,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.07,2.20,0.65,0.35,435.90,0.01,142.86
2004,Bijapur / Vijayapura,SAFFLOWER,8.50,111.26,130.85,159.16,435.90,4.16,489.41
2004,Bijapur / Vijayapura,CASTOR,0.00,0.00,0.00,0.00,435.90,0.00,0.00
2004,Bijapur / Vijayapura,LINSEED,7.69,241.58,47.35,38.40,435.90,1.70,221.07
2004,Bijapur / Vijayapura,SUNFLOWER,425.78,13375.54,7865.43,3188.96,435.90,163.88,384.89
2004,Bijapur / Vijayapura,SOYABEAN,9.22,96.55,113.55,46.04,435.90,5.19,562.91
2004,Bijapur / Vijayapura,OILSEEDS,560.89,5873.30,6907.54,2800.59,435.90,236.26,421.22
2004,Bijapur / Vijayapura,SUGARCANE,37.58,4427.05,1295.87,2064.06,435.90,344.01,9154.07
2004,Bijapur / Vijayapura,COTTON,10.36,542.42,159.48,129.32,435.90,3.37,325.29
2005,Bijapur / Vijayapura,RICE,0.28,16.03,3.16,3.56,616.00,0.71,2535.71
2005,Bijapur / Vijayapura,WHEAT,72.94,4176.11,1235.03,928.26,616.00,77.07,1056.62
2005,Bijapur / Vijayapura,SORGHUM ,375.53,10750.30,3179.26,3584.35,616.00,367.47,978.54
2005,Bijapur / Vijayapura,PEARL MILLET,127.42,2431.77,719.16,810.80,616.00,107.14,840.84
2005,Bijapur / Vijayapura,MAIZE,82.50,4723.46,1396.90,1049.93,616.00,291.27,3530.55
2005,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,616.00,0.00,0.00
2005,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,616.00,0.00,0.00
2005,Bijapur / Vijayapura,CHICKPEA,72.17,688.67,814.66,459.23,616.00,32.83,454.90
2005,Bijapur / Vijayapura,PIGEON PEA,41.13,392.48,464.28,261.72,616.00,16.43,399.47
2005,Bijapur / Vijayapura,MINOR PULSES,70.73,674.93,798.41,450.07,616.00,18.95,267.92
2005,Bijapur / Vijayapura,GROUNDNUT,109.57,1045.55,1236.84,697.21,616.00,60.94,556.17
2005,Bijapur / Vijayapura,SESAMUM,3.62,43.18,51.08,86.38,616.00,1.98,546.96
2005,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.08,2.29,0.68,0.51,616.00,0.01,125.00
2005,Bijapur / Vijayapura,SAFFLOWER,7.59,90.53,107.10,181.11,616.00,2.86,376.81
2005,Bijapur / Vijayapura,CASTOR,0.01,0.29,0.08,0.10,616.00,0.01,1000.00
2005,Bijapur / Vijayapura,LINSEED,7.79,223.00,43.97,49.57,616.00,2.40,308.09
2005,Bijapur / Vijayapura,SUNFLOWER,476.67,13645.63,8071.04,4549.71,616.00,222.67,467.14
2005,Bijapur / Vijayapura,SOYABEAN,6.54,62.41,73.82,41.62,616.00,4.96,758.41
2005,Bijapur / Vijayapura,OILSEEDS,612.30,5842.77,6911.70,3896.18,616.00,295.88,483.23
2005,Bijapur / Vijayapura,SUGARCANE,49.14,5275.24,1553.15,3439.56,616.00,430.95,8769.84
2005,Bijapur / Vijayapura,COTTON,7.49,357.36,105.68,119.15,616.00,2.54,339.12
2006,Bijapur / Vijayapura,RICE,0.16,11.44,2.35,1.90,591.00,0.43,2687.50
2006,Bijapur / Vijayapura,WHEAT,84.19,6019.25,1854.71,999.59,591.00,65.88,782.52
2006,Bijapur / Vijayapura,SORGHUM ,352.39,12597.23,3881.58,3137.95,591.00,262.41,744.66
2006,Bijapur / Vijayapura,PEARL MILLET,134.85,3213.74,990.25,800.54,591.00,57.48,426.25
2006,Bijapur / Vijayapura,MAIZE,82.43,5893.41,1815.93,978.69,591.00,256.65,3113.55
2006,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,591.00,0.00,0.00
2006,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,591.00,0.00,0.00
2006,Bijapur / Vijayapura,CHICKPEA,157.98,1882.49,2320.20,937.85,591.00,63.20,400.05
2006,Bijapur / Vijayapura,PIGEON PEA,51.44,612.96,755.48,305.37,591.00,21.72,422.24
2006,Bijapur / Vijayapura,MINOR PULSES,90.12,1073.87,1323.56,535.00,591.00,13.42,148.91
2006,Bijapur / Vijayapura,GROUNDNUT,92.11,1097.58,1352.79,546.81,591.00,41.16,446.86
2006,Bijapur / Vijayapura,SESAMUM,2.36,35.15,43.33,52.54,591.00,0.84,355.93
2006,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.05,1.79,0.55,0.30,591.00,0.01,200.00
2006,Bijapur / Vijayapura,SAFFLOWER,12.30,183.21,225.81,273.82,591.00,4.79,389.43
2006,Bijapur / Vijayapura,CASTOR,0.08,2.86,0.88,0.71,591.00,0.06,750.00
2006,Bijapur / Vijayapura,LINSEED,7.11,254.17,52.21,42.21,591.00,2.29,322.08
2006,Bijapur / Vijayapura,SUNFLOWER,358.58,12818.51,7899.53,3193.07,591.00,89.46,249.48
2006,Bijapur / Vijayapura,SOYABEAN,3.38,40.28,49.64,20.07,591.00,3.23,955.62
2006,Bijapur / Vijayapura,OILSEEDS,477.27,5687.15,7009.51,2833.32,591.00,142.03,297.59
2006,Bijapur / Vijayapura,SUGARCANE,71.64,9603.70,2946.03,4678.21,591.00,572.20,7987.16
2006,Bijapur / Vijayapura,COTTON,4.72,281.22,86.65,70.05,591.00,1.36,288.14
2007,Bijapur / Vijayapura,RICE,0.09,5.82,1.18,0.92,626.00,0.26,2888.89
2007,Bijapur / Vijayapura,WHEAT,94.36,6106.73,1857.46,969.17,626.00,109.41,1159.50
2007,Bijapur / Vijayapura,SORGHUM ,360.66,11670.49,3549.76,2778.25,626.00,454.14,1259.19
2007,Bijapur / Vijayapura,PEARL MILLET,167.41,3611.45,1098.48,859.73,626.00,133.11,795.11
2007,Bijapur / Vijayapura,MAIZE,123.45,7989.36,2430.09,1267.95,626.00,435.77,3529.93
2007,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,626.00,0.00,0.00
2007,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,626.00,0.00,0.00
2007,Bijapur / Vijayapura,CHICKPEA,150.78,1626.35,1978.72,774.33,626.00,102.27,678.27
2007,Bijapur / Vijayapura,PIGEON PEA,82.82,893.32,1086.86,425.32,626.00,37.79,456.29
2007,Bijapur / Vijayapura,MINOR PULSES,126.80,1367.69,1664.02,651.18,626.00,30.84,243.22
2007,Bijapur / Vijayapura,GROUNDNUT,107.28,1157.15,1407.86,550.93,626.00,61.02,568.79
2007,Bijapur / Vijayapura,SESAMUM,2.66,35.86,43.63,51.23,626.00,1.44,541.35
2007,Bijapur / Vijayapura,RAPESEEN & MUSTARD,0.04,1.29,0.39,0.21,626.00,0.02,500.00
2007,Bijapur / Vijayapura,SAFFLOWER,9.99,134.69,163.88,192.39,626.00,4.67,467.47
2007,Bijapur / Vijayapura,CASTOR,0.10,3.24,0.98,0.77,626.00,0.07,700.00
2007,Bijapur / Vijayapura,LINSEED,8.78,284.11,57.61,45.09,626.00,3.57,406.61
2007,Bijapur / Vijayapura,SUNFLOWER,238.46,7716.26,4694.04,1836.91,626.00,112.15,470.31
2007,Bijapur / Vijayapura,SOYABEAN,2.59,27.94,33.99,13.30,626.00,3.48,1343.63
2007,Bijapur / Vijayapura,OILSEEDS,371.36,4005.58,4873.43,1907.11,626.00,186.73,502.83
2007,Bijapur / Vijayapura,SUGARCANE,112.77,13684.09,4143.73,6370.42,626.00,667.96,5923.21
2007,Bijapur / Vijayapura,COTTON,6.76,364.57,110.89,86.79,626.00,2.40,355.03
2008,Bijapur / Vijayapura,RICE,0.10,8.67,2.20,1.65,360.00,0.31,3100.00
2008,Bijapur / Vijayapura,WHEAT,0.00,0.00,0.00,0.00,360.00,0.00,0.00
2008,Bijapur / Vijayapura,SORGHUM ,366.74,15901.74,6057.55,4535.26,360.00,406.82,1109.29
2008,Bijapur / Vijayapura,PEARL MILLET,55.19,1595.35,607.73,455.00,360.00,42.81,775.68
2008,Bijapur / Vijayapura,MAIZE,112.78,9780.22,3725.64,1859.58,360.00,358.35,3177.43
2008,Bijapur / Vijayapura,FINGER MILLET,0.00,0.00,0.00,0.00,360.00,0.00,0.00
2008,Bijapur / Vijayapura,BARLEY,0.00,0.00,0.00,0.00,360.00,0.00,0.00
2008,Bijapur / Vijayapura,CHICKPEA,190.14,2748.14,4187.46,1567.57,360.00,105.25,553.54
2008,Bijapur / Vijayapura,PIGEON PEA,49.75,719.05,1095.65,410.15,360.00,19.58,393.57
2008,Bijapur / Vijayapura,MINOR PULSES,34.22,494.59,753.63,282.12,360.00,4.69,137.05
